frame,time_s,proxy_left_clearance_m,proxy_right_clearance_m,proxy_gripper_center_clearance_m,proxy_finger_span_clearance_m,actual_left_finger_box_clearance_m,actual_right_finger_box_clearance_m,actual_any_finger_box_clearance_m,actual_left_tip_box_clearance_m,actual_right_tip_box_clearance_m,rope_com_xy_displacement_m,rope_mid_mean_displacement_m
18,0.6003000000000001,0.052276722675189374,0.07266470003686845,0.05502621788345277,0.051831118350848554,0.03131566196680069,0.06592384725809097,0.03131566196680069,0.03131566196680069,0.06592384725809097,0.0012708540307357907,0.00122698990162462
19,0.63365,0.05227046418748796,0.07267990667186677,0.05503132898174226,0.05182836163602769,0.03130464255809784,0.06594458967447281,0.03130464255809784,0.03130464255809784,0.06594458967447281,0.0012742698891088367,0.0012371704215183854
20,0.667,0.05226651537977159,0.07269520271383226,0.05503724474273622,0.05182683426700532,0.03129616379737854,0.06596443802118301,0.03129616379737854,0.03129616379737854,0.06596443802118301,0.001277691451832652,0.001246651983819902
21,0.7003500000000001,0.05226341593824327,0.07271167594753206,0.05504401732049882,0.05182586569152772,0.03128843009471893,0.06598491966724396,0.03128843009471893,0.03128843009471893,0.06598491966724396,0.0012810060288757086,0.0012561356415972114
22,0.7337000000000001,0.05226054746471345,0.07272799271903932,0.05505079734884202,0.05182497907243669,0.03128097206354141,0.06600499153137207,0.03128097206354141,0.03128097206354141,0.06600499153137207,0.0012842596042901278,0.00126571801956743
23,0.7670500000000001,0.05225783545337617,0.07274319190345704,0.05505707073770463,0.051824092453345655,0.03127393499016762,0.06602399796247482,0.03127393499016762,0.03127393499016762,0.06602399796247482,0.0012875059619545937,0.0012752184411510825
24,0.8004000000000001,0.0522291954215616,0.07274259585700929,0.055041081791743635,0.05179802287183702,0.031240280717611313,0.06603402644395828,0.031240280717611313,0.031240280717611313,0.06603402644395828,0.0012907041236758232,0.0012842316646128893
25,0.8337500000000001,0.04975154954753816,0.07132002670131624,0.052956923430785535,0.04939311701618135,0.028674792498350143,0.0653160810470581,0.028674792498350143,0.028674792498350143,0.0653160810470581,0.001294180634431541,0.0012927717762067914
26,0.8671000000000001,0.047269679194316266,0.06989943194948137,0.05089746374450624,0.04697975475154817,0.02610113099217415,0.06470794975757599,0.02610113099217415,0.02610113099217415,0.06470794975757599,0.0012973137199878693,0.0013009284157305956
27,0.9004500000000001,0.044785260742530225,0.06832420784793794,0.04886577237211168,0.044558241551741956,0.023524047806859016,0.06421294808387756,0.023524047806859016,0.023524047806859016,0.06421294808387756,0.001300811767578125,0.0013086777180433273
28,0.9338000000000002,0.04229990351758897,0.0667984257992357,0.0468646283801645,0.04212851781211793,0.020949777215719223,0.06263644993305206,0.020949777215719223,0.020949777215719223,0.06263644993305206,0.0013041681377217174,0.0013163075782358646
29,0.9671500000000002,0.03981632698141038,0.06532546836696565,0.044898397808894513,0.03969129133783281,0.018388008698821068,0.06087304651737213,0.018388008698821068,0.018388008698821068,0.06087304651737213,0.0013073286972939968,0.0013239552499726415
30,1.0005000000000002,0.03733666200004518,0.06390848714672029,0.042971133774146436,0.03724659193120897,0.01585245318710804,0.05918752774596214,0.01585245318710804,0.01585245318710804,0.05918752774596214,0.001310465857386589,0.0013318083947524428
31,1.0338500000000002,0.03486318100057542,0.0625506635364145,0.04108703095279634,0.034794680362567304,0.013362426310777664,0.057587288320064545,0.013362426310777664,0.013362426310777664,0.057587288320064545,0.0013136531924828887,0.0013395260320976377
32,1.0672000000000001,0.032398372476920484,0.06125376332364976,0.03924982208572328,0.03233568329177797,0.010881895199418068,0.05607938393950462,0.010881895199418068,0.010881895199418068,0.05607938393950462,0.0013169641606509686,0.0013469848781824112
33,1.1005500000000001,0.02994539547525346,0.06002102751098573,0.03746428299508989,0.029869861489161847,0.008389748632907867,0.054345376789569855,0.008389748632907867,0.008389748632907867,0.054345376789569855,0.0013205988798290491,0.001354461652226746
34,1.1339000000000001,0.027507178073748945,0.05885533202253282,0.035735196953639387,0.027396715765818952,0.005885729566216469,0.052514515817165375,0.005885729566216469,0.005885729566216469,0.052514515817165375,0.0013242312707006931,0.001362644019536674
35,1.1672500000000001,0.025087479090318082,0.05776060331426561,0.03406893420778215,0.02491779956780374,0.0033698079641908407,0.05077199265360832,0.0033698079641908407,0.0033698079641908407,0.05077199265360832,0.0013284407323226333,0.0013706634053960443
36,1.2006000000000001,0.022602077161893247,0.0567392553742975,0.0323707159217447,0.022433876579627393,0.0008446273859590292,0.04912732541561127,0.0008446273859590292,0.0008446273859590292,0.04912732541561127,0.0013326419284567237,0.0013784040929749608
37,1.23395,0.020713533794507383,0.05512016970477998,0.03121911693178117,0.020629260277375577,-0.0007416720036417246,0.04759060963988304,-0.0007416720036417246,-0.0007416720036417246,0.04759060963988304,0.0013279238482937217,0.0013671014457941055
38,1.2673,0.01974397856555879,0.05277758050523698,0.030732117181643842,0.019697244798764585,-0.0014902038965374231,0.04612574726343155,-0.0014902038965374231,-0.0014902038965374231,0.04612574726343155,0.0014176463009789586,0.0013653055066242814
39,1.30065,0.019092633908614515,0.05043744254671037,0.02996949810348451,0.019065547322854398,-0.0019698399119079113,0.04499772936105728,-0.0019698399119079113,-0.0019698399119079113,0.04499772936105728,0.0018559537129476666,0.0018625560915097594
40,1.334,0.018328368252143262,0.04833638626895845,0.02901131618581712,0.01831444684229791,-0.002522514434531331,0.04387921094894409,-0.002522514434531331,-0.002522514434531331,0.04387921094894409,0.0023171294014900923,0.002564817201346159
41,1.3673500000000003,0.01762276101671159,0.046233243828639387,0.027814752941951154,0.017618100678548215,-0.003035113913938403,0.04296793416142464,-0.003035113913938403,-0.003035113913938403,0.04296793416142464,0.0029537680093199015,0.003467143513262272
42,1.4007000000000003,0.016407757585868238,0.04415661800466478,0.026248618548735975,0.016406822538003324,-0.0034754828084260225,0.04215385392308235,-0.0034754828084260225,-0.0034754828084260225,0.04215385392308235,0.0038223881274461746,0.004491467960178852
43,1.4340500000000003,0.014780859982594846,0.04211316961608827,0.02455444592796266,0.014621398931369184,-0.0036773087922483683,0.04147619381546974,-0.0036773087922483683,-0.0036773087922483683,0.04147619381546974,0.004928266163915396,0.005595035385340452
44,1.4674000000000003,0.0129436213131994,0.04011969972215593,0.023048262631520627,0.012801378553733228,-0.0045123472809791565,0.04087834060192108,-0.0045123472809791565,-0.0045123472809791565,0.04087834060192108,0.005872012581676245,0.006622547283768654
45,1.5007500000000003,0.011144838815554975,0.03820752311311662,0.021936926579102872,0.011071532553061841,-0.00581748504191637,0.040483370423316956,-0.00581748504191637,-0.00581748504191637,0.040483370423316956,0.006767595652490854,0.007527563255280256
46,1.5341000000000002,0.008891451692208646,0.03622933435998857,0.020614366566762327,0.008868444299325345,-0.006200414150953293,0.040157124400138855,-0.006200414150953293,-0.006200414150953293,0.040157124400138855,0.0074699572287499905,0.008168031461536884
47,1.5674500000000002,0.006571374421939252,0.03428756404481828,0.019248075371608137,0.006570554858073591,-0.005163851194083691,0.039665255695581436,-0.005163851194083691,-0.005163851194083691,0.039665255695581436,0.00800334569066763,0.008666769601404667
48,1.6008000000000002,0.003493040388450025,0.032406329696998,0.01754928339086473,0.003493040388450025,-0.005654072389006615,0.03926965221762657,-0.005654072389006615,-0.005654072389006615,0.03926965221762657,0.008536839857697487,0.009080309420824051
49,1.6341500000000002,0.0011028717812150701,0.03021102357469499,0.01599724549613893,0.0011028717812150701,-0.005611912347376347,0.039140645414590836,-0.005611912347376347,-0.005611912347376347,0.039140645414590836,0.009130723774433136,0.009763064794242382
50,1.6675000000000002,-0.001560990178957583,0.028801217263564466,0.014263186192139982,-0.001560990178957583,-0.004289291799068451,0.038950636982917786,-0.004289291799068451,-0.004289291799068451,0.038950636982917786,0.009925511665642262,0.010460763238370419
51,1.7008500000000002,-0.00534554053284228,0.026483386343345044,0.00928192172013223,-0.005351253265514971,-0.0036396982613950968,0.03887655958533287,-0.0036396982613950968,-0.0036396982613950968,0.03887655958533287,0.011753293685615063,0.012275545857846737
52,1.7342000000000002,-0.007370844895020129,0.024751614367589353,0.006824258303269742,-0.0074081015232950465,-0.0006946020293980837,0.03846130520105362,-0.0006946020293980837,-0.0006946020293980837,0.03846130520105362,0.014123852364718914,0.01450544223189354
53,1.7675500000000002,-0.009846264908090235,0.02658243436180055,0.007338564431294797,-0.009846264908090235,4.831468686461449e-06,0.03836194425821304,4.831468686461449e-06,8.690427057445049e-05,0.03836194425821304,0.01555530447512865,0.015787729993462563
54,1.8009000000000002,-0.005738864133134486,0.022857699131593107,0.012569959795102476,-0.005738864133134486,0.00036125327460467815,0.037914205342531204,0.00036125327460467815,0.0004705660976469517,0.037914205342531204,0.016170071437954903,0.016110951080918312
55,1.8342500000000002,-0.004238643163815142,0.02061620313487947,0.011330864911898969,-0.004238643163815142,0.001370985759422183,0.038417693227529526,0.001370985759422183,0.002360090846195817,0.038417693227529526,0.01628752052783966,0.015572376549243927
56,1.8676000000000004,-0.006772473866119982,0.01876111659966409,0.00970662344060838,-0.006772473866119982,0.001135067781433463,0.03803912550210953,0.001135067781433463,0.004206872545182705,0.03803912550210953,0.016306553035974503,0.015156249515712261
57,1.9009500000000004,-0.008463060894981028,0.0171351875718683,0.00805778015218675,-0.008463060894981028,0.00042220461182296276,0.03794554993510246,0.00042220461182296276,0.006772711873054504,0.03794554993510246,0.016323110088706017,0.0150047168135643
58,1.9343000000000004,-0.008720605114474894,0.015484295373782514,0.00615193281136453,-0.008720605114474894,-4.265783354640007e-05,0.03823898360133171,-4.265783354640007e-05,0.009045924991369247,0.03823898360133171,0.016275472939014435,0.014966693706810474
59,1.9676500000000003,-0.008385513389483096,0.013942870831117032,0.004373963510617612,-0.008385513389483096,0.0002825742121785879,0.037721145898103714,0.0002825742121785879,0.011659089475870132,0.03876972571015358,0.016251511871814728,0.014944426715373993
60,2.0010000000000003,-0.00847346935607493,0.012568432426080106,0.002983774578198789,-0.00847346935607493,0.0007148950826376677,0.03660795837640762,0.0007148950826376677,0.014765214174985886,0.03951559215784073,0.01628526672720909,0.014882401563227177
61,2.0343500000000003,-0.009241125026717784,0.011400807237252591,0.001755546366795896,-0.009241125026717784,0.001192210940644145,0.03571562469005585,0.001192210940644145,0.01795472949743271,0.040264248847961426,0.016281254589557648,0.014805798418819904
62,2.0677000000000003,-0.009506510982289912,0.010364703422412275,0.0006659958120435461,-0.009506510982289912,0.0016162951942533255,0.0350048653781414,0.0016162951942533255,0.020534677430987358,0.041168324649333954,0.016240298748016357,0.014715461991727352
63,2.1010500000000003,-0.00913439545966685,0.00946422997675836,-0.000384748393669726,-0.00913439545966685,0.0021682658698409796,0.034467797726392746,0.0021682658698409796,0.02258152700960636,0.04234045371413231,0.016162434592843056,0.014655242674052715
64,2.1344000000000003,-0.008276697659865023,0.008708428179845212,-0.0011577349547296778,-0.008276697659865023,0.0029474569018930197,0.034123197197914124,0.0029474569018930197,0.02520865574479103,0.04370838403701782,0.01617712900042534,0.014634639024734497
65,2.1677500000000003,-0.00814024772681296,0.008172742610797284,-0.0016818683985620753,-0.00814024772681296,0.003496855264529586,0.034014008939266205,0.003496855264529586,0.02748931013047695,0.044859882444143295,0.016138117760419846,0.014584225602447987
66,2.2011000000000003,-0.00842197839356959,0.007712125366553663,-0.0025581237319856898,-0.00842197839356959,0.004382079467177391,0.03395025059580803,0.004382079467177391,0.030015021562576294,0.04589102789759636,0.016094651073217392,0.014513184316456318
67,2.2344500000000003,-0.00834849517978728,0.006051003521308301,-0.003295619452372195,-0.00834849517978728,0.004804590716958046,0.03220574930310249,0.004804590716958046,0.030355963855981827,0.04414970800280571,0.016161426901817322,0.01452330220490694
68,2.2678000000000003,-0.007431785056367518,0.004438772385939954,-0.004085556084290148,-0.007431785056367518,0.0051922984421253204,0.030570629984140396,0.0051922984421253204,0.03063090890645981,0.04264577105641365,0.016289591789245605,0.014579207636415958
69,2.3011500000000003,-0.007372649798169734,0.0028311680611222967,-0.004994605148211123,-0.007372649798169734,0.005539948120713234,0.028926614671945572,0.005539948120713234,0.030776843428611755,0.0410911962389946,0.01634335145354271,0.014608558267354965
70,2.3345000000000002,-0.007737622076645495,0.0012347060795873388,-0.005965810680761935,-0.007737622076645495,0.0057860370725393295,0.027293452993035316,0.0057860370725393295,0.030864015221595764,0.039428215473890305,0.016355140134692192,0.014589072205126286
71,2.3678500000000002,-0.007898958811536433,-0.0003480319324880854,-0.0069336280617862955,-0.007898958811536433,0.006016958504915237,0.025697216391563416,0.006016958504915237,0.030923619866371155,0.03779451176524162,0.01636173389852047,0.014565151184797287
72,2.4012000000000002,-0.00782468211092055,-0.0019324761275202051,-0.007881615722551943,-0.00885205943323672,0.006242530420422554,0.024117525666952133,0.006242530420422554,0.030980635434389114,0.03620624542236328,0.01639251783490181,0.014567039906978607
73,2.43455,-0.008178046384826304,-0.0034903850797563807,-0.008833695614710452,-0.009892883190885188,0.006452002562582493,0.022583147510886192,0.006452002562582493,0.031004484742879868,0.03457275778055191,0.016414273530244827,0.0145639693364501
74,2.4679,-0.008591840455308558,-0.005016228595748545,-0.009778887445107104,-0.010919675642624499,0.006611589342355728,0.021103983744978905,0.006611589342355728,0.030994154512882233,0.032855384051799774,0.01641717553138733,0.014541822485625744
75,2.50125,-0.00901605416275561,-0.00650426414050162,-0.010711169281974436,-0.011938263142481448,0.006744738668203354,0.019697576761245728,0.006744738668203354,0.030953414738178253,0.031147021800279617,0.01641157828271389,0.014512378722429276
76,2.5346,-0.009448582718148829,-0.007969702074304225,-0.011638811269775035,-0.012951583081856372,0.006864401511847973,0.018344512209296227,0.006864401511847973,0.03089011460542679,0.029457375407218933,0.0164130087941885,0.01449254434555769
77,2.56795,-0.009878235349431636,-0.00939224329032004,-0.012547685245051982,-0.013941407615318896,0.0069663431495428085,0.01707863062620163,0.0069663431495428085,0.030800025910139084,0.027785269543528557,0.0164180900901556,0.01447533443570137
78,2.6013,-0.010301920065656306,-0.010747917408123614,-0.013434984201565386,-0.014919907266274096,0.0070409998297691345,0.015351245179772377,0.0070409998297691345,0.030682183802127838,0.02613130398094654,0.016418039798736572,0.014448888599872589
79,2.63465,-0.010721825474873187,-0.012032581904903056,-0.014297176564112307,-0.016033290365710856,0.007091116160154343,0.013492442667484283,0.007091116160154343,0.030539117753505707,0.02449972555041313,0.016416406258940697,0.014422369189560413
80,2.668,-0.011136325487867,-0.013218501994386317,-0.015092963764443995,-0.017061153838410975,0.007128562778234482,0.011671838350594044,0.007128562778234482,0.030372079461812973,0.022917281836271286,0.016415409743785858,0.014400620013475418
81,2.7013500000000006,-0.011522198507562281,-0.01397959370352328,-0.015457945356145503,-0.017742425614967944,0.007178639993071556,0.010199734009802341,0.007178639993071556,0.030220817774534225,0.021533869206905365,0.016421642154455185,0.014371261931955814
82,2.7347000000000006,-0.011813771391287448,-0.014513172620907427,-0.015680600369349124,-0.018207813093438746,0.007290910929441452,0.009183271788060665,0.007290910929441452,0.0301021970808506,0.0205756276845932,0.016419608145952225,0.01437331736087799
83,2.7680500000000006,-0.012073135415092112,-0.015275672489777209,-0.015922043884173037,-0.018535416984930636,0.0073897698894143105,0.008260898292064667,0.0073897698894143105,0.029967550188302994,0.019596340134739876,0.01641315594315529,0.01439476665109396
84,2.8014000000000006,-0.01235533174313605,-0.01596117992140353,-0.016155967900529505,-0.018726228216663005,0.007459376938641071,0.0074414703994989395,0.0074414703994989395,0.02981661632657051,0.018602091819047928,0.016423622146248817,0.014438933692872524
85,2.8347500000000005,-0.012637325042858721,-0.01660892408527434,-0.01638519805110991,-0.018912438714876773,0.0074868639931082726,0.006714985705912113,0.006714985705912113,0.029636289924383163,0.0177193321287632,0.01644570380449295,0.014528513886034489
86,2.8681000000000005,-0.012914065683260562,-0.017268602216616274,-0.016641868690028788,-0.01893370825983584,0.007531716488301754,0.006035777740180492,0.006035777740180492,0.02944725751876831,0.016639020293951035,0.016496066004037857,0.014649228192865849
87,2.9014500000000005,-0.013173403630033137,-0.01811886992491782,-0.0170666672680527,-0.019196726793423297,0.007557428441941738,0.00536653958261013,0.00536653958261013,0.02926875278353691,0.015143638476729393,0.01657063700258732,0.014765937812626362
88,2.9348000000000005,-0.013503974715247752,-0.018805504256859423,-0.017509039903059603,-0.019856809118762614,0.0074706003069877625,0.004955424927175045,0.004955424927175045,0.029023006558418274,0.013855697587132454,0.016670003533363342,0.01496214047074318
89,2.9681500000000005,-0.013773898074403407,-0.01927192177809775,-0.017764369437471034,-0.020349744187667967,0.007321137934923172,0.00484229251742363,0.00484229251742363,0.02879362180829048,0.01275193877518177,0.01688869670033455,0.01525338739156723
90,3.0015000000000005,-0.014055030832067134,-0.01950651820935309,-0.01780344587005675,-0.020607192480936648,0.007124057039618492,0.004815598018467426,0.004815598018467426,0.0285541620105505,0.011997900903224945,0.017099516466259956,0.015604018233716488
91,3.0348500000000005,-0.014316101038828494,-0.019691085854545237,-0.017760051826015116,-0.020801124574616553,0.006927777081727982,0.0045678885653615,0.0045678885653615,0.028282873332500458,0.011353512294590473,0.01740354113280773,0.01605222560465336
92,3.0682000000000005,-0.014506766984239222,-0.019863909522071482,-0.017641077229753138,-0.020977757351472975,0.00678505003452301,0.004356694407761097,0.004356694407761097,0.028001410886645317,0.010756946168839931,0.01784125715494156,0.016613325104117393
93,3.1015500000000005,-0.014671395013108851,-0.01996002387441695,-0.0174213726464659,-0.021088802667334677,0.006661269813776016,0.004264715127646923,0.004264715127646923,0.027720700949430466,0.010146992281079292,0.018402621150016785,0.01729155145585537
94,3.1349000000000005,-0.014819439912214877,-0.020336048157885672,-0.01729687903262675,-0.021289434695616366,0.006566284224390984,0.004166116937994957,0.004166116937994957,0.027469757944345474,0.009456651285290718,0.01902782917022705,0.018017908558249474
95,3.1682500000000005,-0.014966445455327632,-0.02063402388431132,-0.017024878824129702,-0.021426978001371028,0.0064719002693891525,0.0038059966173022985,0.0038059966173022985,0.027217470109462738,0.00868211966007948,0.01971401274204254,0.0188183281570673
96,3.2016000000000004,-0.015083395356312396,-0.02090948488749564,-0.01684756804443896,-0.02155393403209746,0.006403438746929169,0.003664181334897876,0.003664181334897876,0.026987681165337563,0.007942459546029568,0.0204747524112463,0.019692158326506615
97,3.2349500000000004,-0.015238793978467585,-0.02115506254322827,-0.016680557692423464,-0.021663557218387725,0.006324972957372665,0.0036565407644957304,0.0036565407644957304,0.026751449331641197,0.007161553017795086,0.021290915086865425,0.0206095352768898
98,3.2683000000000004,-0.015396580511704089,-0.021382643321529032,-0.016526993775740267,-0.021766930298879744,0.006291447207331657,0.0032562052365392447,0.0032562052365392447,0.02650364860892296,0.006209469400346279,0.022051990032196045,0.021530399098992348
99,3.3016500000000004,-0.015494734460487963,-0.021613642985001208,-0.016502386370673777,-0.021922149175778033,0.006309788674116135,0.0022770038340240717,0.0022770038340240717,0.026280660182237625,0.0052060289308428764,0.022832363843917847,0.022437624633312225
100,3.3350000000000004,-0.015534718001261355,-0.021627993734553458,-0.016367283130064608,-0.022168697269633414,0.006360827013850212,0.001330304192379117,0.001330304192379117,0.026102270931005478,0.004253452643752098,0.02365468069911003,0.023362919688224792
101,3.3683500000000004,-0.015518812874332072,-0.021921162905171515,-0.016294822508469226,-0.022372624317184092,0.006468603387475014,0.000458042835816741,0.000458042835816741,0.02600601688027382,0.003348724218085408,0.024541540071368217,0.024322571232914925
102,3.4017000000000004,-0.015461242238059641,-0.022116213517263533,-0.016267503092065455,-0.022511043066158892,0.006582759320735931,-8.79697035998106e-05,-8.79697035998106e-05,0.025981519371271133,0.0025527041871100664,0.02547246403992176,0.025338856503367424
103,3.4350500000000004,-0.01537562761642039,-0.022230295876041056,-0.01630110893584788,-0.02260105353035033,0.006708312779664993,-0.0006238196510821581,-0.0006238196510821581,0.025997720658779144,0.0018776354845613241,0.026417013257741928,0.02639642357826233
104,3.4684000000000004,-0.015308456907048823,-0.022190249936655165,-0.016222769806161524,-0.02253852732665837,0.006794236600399017,-0.0013248969335108995,-0.0013248969335108995,0.026007255539298058,0.0013409138191491365,0.02743876352906227,0.02759697288274765
105,3.5017500000000004,-0.015243523234501483,-0.022067773567512633,-0.016103869715705516,-0.022387996727600695,0.006881289184093475,-0.0016755650285631418,-0.0016755650285631418,0.026004131883382797,0.0008346687536686659,0.02858324907720089,0.0288787130266428
106,3.5351000000000004,-0.0151940737310797,-0.022015080267563464,-0.015997684041038157,-0.02229864005185664,0.00694673415273428,-0.0018707134295254946,-0.0018707134295254946,0.02597663924098015,0.0004913953598588705,0.029880130663514137,0.030293164774775505
107,3.5684500000000003,-0.015167627895250918,-0.02199235879071057,-0.01593039598502219,-0.022242404932156207,0.006980209611356258,-0.0019731123466044664,-0.0019731123466044664,0.025901494547724724,0.00023027299903333187,0.03128225356340408,0.03179968520998955
108,3.6018000000000003,-0.015153451303020121,-0.02190685779042542,-0.015838748255744578,-0.022132092567160727,0.007004666142165661,-0.0021730067674070597,-0.0021730067674070597,0.02581152133643627,-8.424394764006138e-05,0.032704271376132965,0.03326084092259407
109,3.6351500000000003,-0.015125399867072703,-0.021924926379695536,-0.01589345600642264,-0.02213723067380488,0.007045217789709568,-0.002524708630517125,-0.002524708630517125,0.025734620168805122,-0.0002885854337364435,0.03412582725286484,0.03466666117310524
110,3.6685000000000003,-0.015077431166544558,-0.021674951950088145,-0.015786778593435885,-0.02190883312560618,0.007091200910508633,-0.0025482859928160906,-0.0025482859928160906,0.025674069300293922,-0.0005673991981893778,0.035545263439416885,0.03606073185801506
111,3.7018500000000003,-0.015037771726027133,-0.021643641816452147,-0.01584787335433066,-0.021882289500907065,0.00712999515235424,-0.0032917384523898363,-0.0032917384523898363,0.02560274302959442,-0.0007681914139539003,0.03684971109032631,0.037364739924669266
112,3.7352000000000007,-0.01498497691191733,-0.02158826910145581,-0.015898334274068476,-0.02185305621661246,0.007206736132502556,-0.0037606891710311174,-0.0037606891710311174,0.025564860552549362,-0.0009079102892428637,0.03815262392163277,0.038696032017469406
113,3.7685500000000007,-0.014958525488153102,-0.02156909410096705,-0.01587742235697806,-0.0218359468895942,0.0072663314640522,-0.004065957851707935,-0.004065957851707935,0.025498507544398308,-0.0009887611959129572,0.03961653634905815,0.040220458060503006
114,3.8019000000000007,-0.01494309906102717,-0.021537631230428816,-0.015864264631643893,-0.021846148597076537,0.007307079620659351,-0.0037083507049828768,-0.0037083507049828768,0.025386517867445946,-0.0010653522331267595,0.04119914025068283,0.04178386926651001
115,3.8352500000000007,-0.01493086893297732,-0.021508003065362574,-0.015847929233685137,-0.021874813774600627,0.007340326905250549,-0.0030638754833489656,-0.0030638754833489656,0.025273432955145836,-0.0011331115383654833,0.04283790662884712,0.043397072702646255
116,3.8686000000000007,-0.014926501030102374,-0.021487579161301257,-0.015866540784016253,-0.02189778950251639,0.007361932657659054,-0.0035149662289768457,-0.0035149662289768457,0.025147736072540283,-0.0012511780951172113,0.044407617300748825,0.04499820992350578
117,3.9019500000000007,-0.01492578391171992,-0.021583599450066687,-0.015885625446215274,-0.021951748469844462,0.007373844273388386,-0.0034927346277981997,-0.0034927346277981997,0.025025762617588043,-0.0013567369896918535,0.04604332894086838,0.04678192362189293
118,3.9353000000000007,-0.0149610717240721,-0.021805824192240836,-0.015904635602608325,-0.02205273177661002,0.0073469532653689384,-0.003438713261857629,-0.003438713261857629,0.02482425607740879,-0.0014706358779221773,0.04761798679828644,0.04861563816666603
