frame,time_s,global_min_signed_distance_m,contact_box_name,ee_target_to_actual_error_m,actual_gripper_z_m,target_gripper_z_m,target_vz_m_s,actual_contact_box_vz_m_s,normal_speed_into_table_m_s,left_box_44,left_box_45,left_box_46,left_box_47,right_box_50,right_box_51,right_box_52,right_box_53
44,1.4674000000000003,0.013647567480802536,left_box_47,3.913833552360302e-06,0.2736566960811615,0.2736533284187317,-0.0673961490392685,-0.07102648168802261,0.07102648168802261,0.04535333439707756,0.06336371600627899,0.027860786765813828,0.013647567480802536,0.056060027331113815,0.07192908227443695,0.03757115826010704,0.022355686873197556
45,1.5007500000000003,0.011229690164327621,left_box_47,3.8763073462178e-06,0.2714121341705322,0.2714088261127472,-0.0673014223575592,-0.07060559093952179,0.07060559093952179,0.042848777025938034,0.06089023873209953,0.025434087961912155,0.011229690164327621,0.05395166203379631,0.06977255642414093,0.03550375625491142,0.020260047167539597
46,1.5341000000000002,0.008827414363622665,left_box_47,3.824094164883718e-06,0.26917126774787903,0.269167959690094,-0.06719239801168442,-0.07016458362340927,0.07016458362340927,0.04036025330424309,0.05842925235629082,0.023021962493658066,0.008827414363622665,0.05183685943484306,0.06761054694652557,0.033430587500333786,0.01816171035170555
47,1.5674500000000002,0.006441023200750351,left_box_47,3.839536930172471e-06,0.266934335231781,0.26693111658096313,-0.06707175821065903,-0.06971687823534012,0.06971687823534012,0.037888165563344955,0.055981140583753586,0.020624782890081406,0.006441023200750351,0.049715813249349594,0.0654432624578476,0.03135177120566368,0.01606084033846855
48,1.6008000000000002,0.004071291536092758,left_box_47,4.0705272112973034e-06,0.2647019028663635,0.26469841599464417,-0.06694754958152771,-0.06924862414598465,0.06924862414598465,0.035433363169431686,0.05354679748415947,0.01824326440691948,0.004071291536092758,0.0475890152156353,0.06327132880687714,0.029267754405736923,0.013957913964986801
49,1.6341500000000002,0.0017180554568767548,left_box_47,3.993251084466465e-06,0.26247382164001465,0.2624705135822296,-0.06680367141962051,-0.06878662109375,0.06878662109375,0.03299577161669731,0.05112610384821892,0.015877332538366318,0.0017180554568767548,0.04545637592673302,0.06109456345438957,0.027178358286619186,0.011852677911520004
50,1.6675000000000002,-0.0006175525486469269,left_box_47,4.010787051811349e-06,0.2602510452270508,0.2602476477622986,-0.06665264815092087,-0.06829289346933365,0.06829289346933365,0.030576612800359726,0.048720236867666245,0.013528075069189072,-0.0006175525486469269,0.04331868514418602,0.05891389772295952,0.02508438751101494,0.009745996445417404
51,1.7008500000000002,-0.0029355324804782867,left_box_47,4.030068339488935e-06,0.2580336034297943,0.2580302357673645,-0.06648911535739899,-0.06780140101909637,0.06780140101909637,0.028175946325063705,0.04632936045527458,0.011195551604032516,-0.0029355324804782867,0.041176047176122665,0.05672944709658623,0.02298588678240776,0.007637884467840195
52,1.7342000000000002,-0.005235482007265091,left_box_47,4.089019967068452e-06,0.2558218240737915,0.2558184862136841,-0.06631933152675629,-0.06729918718338013,0.06729918718338013,0.025794263929128647,0.043953921645879745,0.008880149573087692,-0.005235482007265091,0.039028774946928024,0.054541539400815964,0.02088307961821556,0.005528610199689865
53,1.7675500000000002,-0.00751693919301033,left_box_47,4.242911472829292e-06,0.2536161541938782,0.2536126375198364,-0.06614239513874054,-0.06678535044193268,0.06678535044193268,0.02343207225203514,0.04159447178244591,0.006582360714673996,-0.00751693919301033,0.036877360194921494,0.052350711077451706,0.018776457756757736,0.0034185610711574554
54,1.8009000000000002,-0.00977988913655281,left_box_47,4.091129085281864e-06,0.2514166831970215,0.25141334533691406,-0.06594579666852951,-0.06627196818590164,0.06627196818590164,0.021089550107717514,0.039251189678907394,0.004302274435758591,-0.00977988913655281,0.03472190722823143,0.05015705153346062,0.016666021198034286,0.0013077668845653534
55,1.8342500000000002,-0.012023646384477615,left_box_47,4.061741947225528e-06,0.24922402203083038,0.24922069907188416,-0.06574651598930359,-0.06574025750160217,0.06574025750160217,0.0187673382461071,0.03692474588751793,0.002040516585111618,-0.012023646384477615,0.03256310150027275,0.047961365431547165,0.014552455395460129,-0.0008031018078327179
56,1.8676000000000004,-0.014248330146074295,left_box_47,4.078446636412991e-06,0.2470381259918213,0.24703484773635864,-0.06554277241230011,-0.06521302461624146,0.06521302461624146,0.016465436667203903,0.0346151702105999,-0.0002029724419116974,-0.014248330146074295,0.030400972813367844,0.045763593167066574,0.01243574544787407,-0.002914104610681534
57,1.9009500000000004,-0.016453731805086136,left_box_47,3.940821898140712e-06,0.24485932290554047,0.24485617876052856,-0.06532740592956543,-0.06468086689710617,0.06468086689710617,0.014184128493070602,0.03232282027602196,-0.0024279244244098663,-0.016453731805086136,0.02823587879538536,0.04356421157717705,0.010316174477338791,-0.005024973303079605
58,1.9343000000000004,-0.018639344722032547,left_box_47,4.018150320916902e-06,0.2426881194114685,0.24268487095832825,-0.06510668247938156,-0.06413531303405762,0.06413531303405762,0.011923965066671371,0.030048232525587082,-0.0046338774263858795,-0.018639344722032547,0.02606847509741783,0.04136381670832634,0.008194368332624435,-0.0071351416409015656
59,1.9676500000000003,-0.019881878048181534,left_box_47,4.072310275660129e-06,0.24052464962005615,0.2405213564634323,-0.06487300246953964,-0.0635906532406807,0.0635906532406807,0.009684991091489792,0.027791526168584824,-0.0068207718431949615,-0.019881878048181534,0.023898985236883163,0.03916272148489952,0.006070490926504135,-0.009244460612535477
60,2.0010000000000003,-0.01993619278073311,left_box_47,4.090361926500918e-06,0.23836904764175415,0.2383657544851303,-0.0646357461810112,-0.06304553896188736,0.06304553896188736,0.007467310875654221,0.025552865117788315,-0.00898851826786995,-0.01993619278073311,0.02172769233584404,0.03696117922663689,0.003944825381040573,-0.011352721601724625
61,2.0343500000000003,-0.01986180618405342,left_box_47,4.0715162867854815e-06,0.23622165620326996,0.23621845245361328,-0.06438687443733215,-0.062495067715644836,0.062495067715644836,0.005271177738904953,0.02333253249526024,-0.011136922985315323,-0.01986180618405342,0.01955505833029747,0.03475963696837425,0.0018177293241024017,-0.013459581881761551
62,2.0677000000000003,-0.019070226699113846,left_box_47,4.152429028181359e-06,0.2340826839208603,0.23407939076423645,-0.06413978338241577,-0.06194504350423813,0.06194504350423813,0.0030966810882091522,0.02113073691725731,-0.013265866786241531,-0.019070226699113846,0.017381396144628525,0.03255849704146385,-0.0003104694187641144,-0.01556478813290596
63,2.1010500000000003,-0.019597727805376053,left_box_47,4.052665644849185e-06,0.2319522649049759,0.2319490760564804,-0.06387750804424286,-0.061394572257995605,0.061394572257995605,0.0009438805282115936,0.018947508186101913,-0.015375364571809769,-0.019597727805376053,0.01520707830786705,0.03035804256796837,-0.002439487725496292,-0.017668072134256363
64,2.1344000000000003,-0.01982508972287178,left_box_47,4.053040356666315e-06,0.22983074188232422,0.22982753813266754,-0.06361433118581772,-0.06084052473306656,0.06084052473306656,-0.0011870302259922028,0.016783159226179123,-0.017465222626924515,-0.01982508972287178,0.013032551854848862,0.028158824890851974,-0.004568863660097122,-0.0197690911591053
65,2.1677500000000003,-0.019971076399087906,right_box_53,3.9153846955741756e-06,0.2277180701494217,0.22771501541137695,-0.06334400922060013,-0.06188695877790451,0.06188695877790451,-0.0032962746918201447,0.014637526124715805,-0.019535619765520096,-0.019818875938653946,0.010857995599508286,0.025960933417081833,-0.006698522716760635,-0.019971076399087906
66,2.2011000000000003,-0.019868437200784683,left_box_47,1.7769009446055861e-06,0.22567789256572723,0.22567753493785858,-0.06109387055039406,-0.05804348737001419,0.05804348737001419,-0.005325246602296829,0.01257145032286644,-0.019494641572237015,-0.019868437200784683,0.008753251284360886,0.023834269493818283,-0.008759785443544388,-0.0196535624563694
67,2.2344500000000003,-0.019954059273004532,left_box_47,1.972097152247443e-06,0.2255803793668747,0.2255803644657135,-0.0029136575758457184,-0.005742867477238178,0.005742867477238178,-0.005558300763368607,0.012367095798254013,-0.01969035342335701,-0.019954059273004532,0.008773129433393478,0.02383224293589592,-0.008732307702302933,-0.019621137529611588
68,2.2678000000000003,-0.01987919583916664,left_box_46,1.6963707594186417e-06,0.22549065947532654,0.22549057006835938,-0.0026924859266728163,-0.006165551021695137,0.006165551021695137,-0.005785871297121048,0.012168031185865402,-0.01987919583916664,-0.019785750657320023,0.008802022784948349,0.023838337510824203,-0.008694801479578018,-0.019577164202928543
69,2.3011500000000003,-0.01993844285607338,left_box_46,1.7076666836146615e-06,0.22540819644927979,0.22540807723999023,-0.002473548287525773,-0.0059604644775390625,0.0059604644775390625,-0.006008286029100418,0.01197383925318718,-0.01993844285607338,-0.01962629333138466,0.008839216083288193,0.02385183796286583,-0.008647967129945755,-0.01952235773205757
70,2.3345000000000002,-0.01988508179783821,left_box_46,1.8955038285639603e-06,0.2253330945968628,0.22533300518989563,-0.002251035999506712,-0.005747782066464424,0.005747782066464424,-0.006225306540727615,0.01178477331995964,-0.01988508179783821,-0.019475866109132767,0.00888470932841301,0.02387278899550438,-0.008591774851083755,-0.019561830908060074
71,2.3678500000000002,-0.01994100585579872,left_box_46,1.8381202835371369e-06,0.2252652496099472,0.22526533901691437,-0.0020289707463234663,-0.005533312913030386,0.005533312913030386,-0.006436828523874283,0.011600848287343979,-0.01994100585579872,-0.019334543496370316,0.008938189595937729,0.023900862783193588,-0.008526567369699478,-0.019620824605226517
72,2.4012000000000002,-0.01977524533867836,left_box_46,1.9578590126911877e-06,0.22520503401756287,0.22520484030246735,-0.0018140544416382909,-0.005304545164108276,0.005304545164108276,-0.0066423602402210236,0.011422540992498398,-0.01977524533867836,-0.019202742725610733,0.008999999612569809,0.023936431854963303,-0.008452001959085464,-0.019690562039613724
73,2.43455,-0.019770372658967972,right_box_53,1.8204476646133116e-06,0.22515206038951874,0.22515197098255157,-0.0015852870419621468,0.0022747169714421034,0.0,-0.0068420954048633575,0.011249642819166183,-0.01961742714047432,-0.019080210477113724,0.009069498628377914,0.023978915065526962,-0.008368734270334244,-0.019770372658967972
74,2.4679,-0.019860494881868362,right_box_53,1.985132257686928e-06,0.22510652244091034,0.2251063883304596,-0.0013667962048202753,0.0025722933933138847,0.0,-0.007035661488771439,0.011082436889410019,-0.019467879086732864,-0.019180838018655777,0.009146776050329208,0.024028386920690536,-0.008276630192995071,-0.019860494881868362
75,2.50125,-0.01996063068509102,right_box_53,1.6973194760794286e-06,0.22506843507289886,0.22506844997406006,-0.0011375820031389594,0.0028622739482671022,0.0,-0.007222849875688553,0.01092110201716423,-0.019326794892549515,-0.019334007054567337,0.009231697767972946,0.02408474311232567,-0.008175913244485855,-0.01996063068509102
76,2.5346,-0.019929248839616776,right_box_53,2.16200714930892e-06,0.22503772377967834,0.22503794729709625,-0.0009146230295300484,0.0031504672951996326,0.0,-0.007403600960969925,0.0107656829059124,-0.019194234162569046,-0.019479800015687943,0.009324055165052414,0.02414780482649803,-0.008066702634096146,-0.019929248839616776
77,2.56795,-0.019809115678071976,right_box_53,1.817590487007692e-06,0.22501465678215027,0.22501452267169952,-0.0007023875950835645,0.003440001280978322,0.0,-0.00757739320397377,0.010616626590490341,-0.019164670258760452,-0.019617725163698196,0.009423937648534775,0.024217691272497177,-0.007948968559503555,-0.019809115678071976
78,2.6013,-0.019748110324144363,left_box_47,1.7672801959633944e-06,0.22499887645244598,0.2249988615512848,-0.00046959883184172213,-0.002967721549794078,0.002967721549794078,-0.007744494825601578,0.010473635047674179,-0.019275400787591934,-0.019748110324144363,0.009530868381261826,0.0242939256131649,-0.007823143154382706,-0.01967943087220192
79,2.63465,-0.019870493561029434,left_box_47,1.8966090920002898e-06,0.224990576505661,0.2249906212091446,-0.00024708674754947424,-0.0026884644757956266,0.0026884644757956266,-0.007904428988695145,0.010337110608816147,-0.01937808468937874,-0.019870493561029434,0.009644906967878342,0.024376582354307175,-0.0076892562210559845,-0.019540119916200638
80,2.668,-0.019984636455774307,left_box_47,1.849819568633393e-06,0.2249898910522461,0.22498995065689087,-2.010651587625034e-05,-0.0024020583368837833,0.0024020583368837833,-0.008056972175836563,0.01020730659365654,-0.019472558051347733,-0.019984636455774307,0.009766008704900742,0.024465691298246384,-0.007547248154878616,-0.019451115280389786
81,2.7013500000000006,-0.019909385591745377,left_box_47,1.8840269149222877e-06,0.22499659657478333,0.22499673068523407,0.00020329920516815037,-0.0021183330100029707,0.0021183330100029707,-0.008202079683542252,0.010084148496389389,-0.019558865576982498,-0.019909385591745377,0.009893830865621567,0.024560879915952682,-0.007397565990686417,-0.01959160342812538
82,2.7347000000000006,-0.01981191709637642,left_box_47,1.8475036540621659e-06,0.22501084208488464,0.22501087188720703,0.0004240240668877959,-0.0018256715266034007,0.0018256715266034007,-0.008339453488588333,0.009967934340238571,-0.01963670924305916,-0.01981191709637642,0.01002834364771843,0.02466217800974846,-0.007240179926156998,-0.01974143460392952
83,2.7680500000000006,-0.01990034058690071,right_box_53,1.9544686438166536e-06,0.2250324785709381,0.2250324934720993,0.0006483234465122223,0.0050637139938771725,0.0,-0.008469093590974808,0.009858634322881699,-0.019706163555383682,-0.01972288265824318,0.01016927883028984,0.024769332259893417,-0.007075358182191849,-0.01990034058690071
84,2.8014000000000006,-0.019989032298326492,right_box_53,2.006587692449102e-06,0.22506177425384521,0.22506192326545715,0.0008824526448734105,0.005327332764863968,0.0,-0.008590418845415115,0.009756725281476974,-0.019766706973314285,-0.019642848521471024,0.010316755622625351,0.02488246187567711,-0.0069030411541461945,-0.019989032298326492
85,2.8347500000000005,-0.019818443804979324,left_box_46,1.939617277457728e-06,0.2250986099243164,0.2250986397266388,0.001100943423807621,-0.0019503318471834064,0.0019503318471834064,-0.008703473955392838,0.009662147611379623,-0.019818443804979324,-0.019571755081415176,0.010470490902662277,0.025001313537359238,-0.006723467260599136,-0.019791770726442337
86,2.8681000000000005,-0.019861388951539993,left_box_46,1.959184828592697e-06,0.22514277696609497,0.22514306008815765,0.0013319449499249458,-0.0016630321042612195,0.0016630321042612195,-0.00880824401974678,0.00957491621375084,-0.019861388951539993,-0.01950957253575325,0.010630141943693161,0.02512563392519951,-0.006537009030580521,-0.019587118178606033
87,2.9014500000000005,-0.019894961267709732,left_box_46,1.9071676433668472e-06,0.22519469261169434,0.22519458830356598,0.0015450740465894341,-0.0013565195258706808,0.0013565195258706808,-0.008904088288545609,0.0094955675303936,-0.019894961267709732,-0.019456926733255386,0.010795976966619492,0.025255616754293442,-0.00634336844086647,-0.01937476173043251
88,2.9348000000000005,-0.01991947367787361,left_box_46,1.8828578731699963e-06,0.22525399923324585,0.22525404393672943,0.0017827777191996574,-0.0010589431039988995,0.0010589431039988995,-0.008991200476884842,0.009423892945051193,-0.01991947367787361,-0.019413549453020096,0.010967489331960678,0.02539084479212761,-0.006143141537904739,-0.019548241049051285
89,2.9681500000000005,-0.019934464246034622,left_box_46,2.1126732008269755e-06,0.22532087564468384,0.22532102465629578,0.0020084173884242773,-0.0007470687269233167,0.0007470687269233167,-0.009069178253412247,0.009360264986753464,-0.019934464246034622,-0.019379872828722,0.011144708842039108,0.025531362742185593,-0.005936194211244583,-0.019758332520723343
