frame,time_s,shape_index,side,clearance_to_table_top_m,center_x_m,center_y_m,center_z_m
33,1.1005500000000001,47,left,0.10787896811962128,0.0021065459586679935,-0.2420036494731903,0.31820717453956604
33,1.1005500000000001,50,right,0.14553089439868927,-0.0861649364233017,-0.18593034148216248,0.35680705308914185
33,1.1005500000000001,51,right,0.16197754442691803,-0.07538104057312012,-0.19139641523361206,0.3650629222393036
33,1.1005500000000001,52,right,0.126647487282753,-0.08537721633911133,-0.18824782967567444,0.3394349217414856
33,1.1005500000000001,53,right,0.11193825304508209,-0.07963836938142776,-0.1934576779603958,0.32226645946502686
34,1.1339000000000001,44,left,0.13790957629680634,0.013399400748312473,-0.24540072679519653,0.34926071763038635
34,1.1339000000000001,45,left,0.1554218977689743,0.004273295868188143,-0.23873993754386902,0.35857081413269043
34,1.1339000000000001,46,left,0.11957837641239166,0.009616724215447903,-0.24500027298927307,0.33213433623313904
34,1.1339000000000001,47,left,0.10533370077610016,0.0010222699493169785,-0.24155887961387634,0.3157293200492859
34,1.1339000000000001,50,right,0.14351312816143036,-0.08585985004901886,-0.18371446430683136,0.3548642694950104
34,1.1339000000000001,51,right,0.15990476310253143,-0.07513410598039627,-0.18939092755317688,0.36305367946624756
34,1.1339000000000001,52,right,0.12466047704219818,-0.0852310061454773,-0.18605561554431915,0.3374888300895691
34,1.1339000000000001,53,right,0.10989125072956085,-0.07970859110355377,-0.1913873851299286,0.3202868700027466
35,1.1672500000000001,44,left,0.13528640568256378,0.012413151562213898,-0.24516095221042633,0.34671297669410706
35,1.1672500000000001,45,left,0.15286315977573395,0.0034820176661014557,-0.23831401765346527,0.3560769855976105
35,1.1672500000000001,46,left,0.11704255640506744,0.008528554812073708,-0.24469530582427979,0.32961106300354004
35,1.1672500000000001,47,left,0.102796271443367,-0.00010148005094379187,-0.24109295010566711,0.31325939297676086
35,1.1672500000000001,50,right,0.14148582518100739,-0.0855584591627121,-0.18150466680526733,0.35291239619255066
35,1.1672500000000001,51,right,0.15782268345355988,-0.07489527016878128,-0.18738898634910583,0.3610365092754364
35,1.1672500000000001,52,right,0.12266506254673004,-0.08508875966072083,-0.1838681846857071,0.3355349600315094
35,1.1672500000000001,53,right,0.10783843696117401,-0.07978505641222,-0.1893191784620285,0.31830155849456787
36,1.2006000000000001,44,left,0.1326713114976883,0.0113832363858819,-0.24489820003509521,0.3441736698150635
36,1.2006000000000001,45,left,0.15030936896800995,0.0026507247239351273,-0.23786838352680206,0.35358932614326477
36,1.2006000000000001,46,left,0.1145143061876297,0.007398286834359169,-0.244367316365242,0.32709676027297974
36,1.2006000000000001,47,left,0.1002674549818039,-0.001263827900402248,-0.2406054139137268,0.3107980489730835
36,1.2006000000000001,50,right,0.13944925367832184,-0.085260771214962,-0.17930103838443756,0.350951611995697
36,1.2006000000000001,51,right,0.15573172271251678,-0.07466448098421097,-0.1853906512260437,0.3590116798877716
36,1.2006000000000001,52,right,0.12066148221492767,-0.08495043218135834,-0.18168558180332184,0.33357346057891846
36,1.2006000000000001,53,right,0.10578016936779022,-0.07986761629581451,-0.18725305795669556,0.3163107633590698
37,1.23395,44,left,0.1300652176141739,0.010310772806406021,-0.24461232125759125,0.34164363145828247
37,1.23395,45,left,0.1477614790201187,0.0017804177477955818,-0.23740296065807343,0.35110872983932495
37,1.23395,46,left,0.11199446022510529,0.0062270620837807655,-0.24401618540287018,0.3245922327041626
37,1.23395,47,left,0.09774814546108246,-0.002463653450831771,-0.24009621143341064,0.30834606289863586
37,1.23395,50,right,0.13740359246730804,-0.08496661484241486,-0.17710411548614502,0.3489820063114166
37,1.23395,51,right,0.15363217890262604,-0.07444149255752563,-0.18339639902114868,0.3569794297218323
37,1.23395,52,right,0.11864994466304779,-0.08481577783823013,-0.17950834333896637,0.3316044509410858
37,1.23395,53,right,0.10371671617031097,-0.07995592802762985,-0.18518953025341034,0.3143146336078644
38,1.2673,44,left,0.12746889889240265,0.009196765720844269,-0.24430285394191742,0.3391234874725342
38,1.2673,45,left,0.14522014558315277,0.0008719880133867264,-0.23691734671592712,0.3486357033252716
38,1.2673,46,left,0.10948367416858673,0.00501591619104147,-0.2436414659023285,0.322098046541214
38,1.2673,47,left,0.09523896872997284,-0.0036999331787228584,-0.23956486582756042,0.30590400099754333
38,1.2673,50,right,0.13534896075725555,-0.08467590063810349,-0.17491397261619568,0.3470035493373871
38,1.2673,51,right,0.15152420103549957,-0.07422614842653275,-0.18140624463558197,0.3549397587776184
38,1.2673,52,right,0.116630420088768,-0.08468463271856308,-0.17733652889728546,0.3296279013156891
38,1.2673,53,right,0.10164807736873627,-0.08004970103502274,-0.18312858045101166,0.31231310963630676
39,1.30065,44,left,0.12488342821598053,0.008042195811867714,-0.24396921694278717,0.3366142213344574
39,1.30065,45,left,0.14268632233142853,-7.370626553893089e-05,-0.236410990357399,0.34617117047309875
39,1.30065,46,left,0.10698290169239044,0.0037658344954252243,-0.243242546916008,0.3196151852607727
39,1.30065,47,left,0.09274078905582428,-0.004971729591488838,-0.23901090025901794,0.3034726679325104
39,1.30065,50,right,0.13328592479228973,-0.08438865095376968,-0.17273062467575073,0.3450167179107666
39,1.30065,51,right,0.14940829575061798,-0.07401838153600693,-0.1794201135635376,0.3528931438922882
39,1.30065,52,right,0.1146034449338913,-0.08455697447061539,-0.17517010867595673,0.3276442289352417
39,1.30065,53,right,0.09957481920719147,-0.08014881610870361,-0.18107016384601593,0.31030669808387756
40,1.334,44,left,0.12230975925922394,0.0068479012697935104,-0.24361151456832886,0.33411669731140137
40,1.334,45,left,0.14016099274158478,-0.0010559409856796265,-0.23588407039642334,0.34371596574783325
40,1.334,46,left,0.10449303686618805,0.0024776989594101906,-0.24281957745552063,0.3171444833278656
40,1.334,47,left,0.09025467932224274,-0.006278161890804768,-0.23843441903591156,0.3010529577732086
40,1.334,50,right,0.13121481239795685,-0.08410491049289703,-0.17055481672286987,0.3430217504501343
40,1.334,51,right,0.14728502929210663,-0.07381819188594818,-0.17743872106075287,0.3508400022983551
40,1.334,52,right,0.11256937682628632,-0.08443276584148407,-0.17300985753536224,0.32565373182296753
40,1.334,53,right,0.09749741852283478,-0.08025311678647995,-0.17901498079299927,0.30829569697380066
41,1.3673500000000003,44,left,0.11974824965000153,0.005614807829260826,-0.24322912096977234,0.3316311538219452
41,1.3673500000000003,45,left,0.137644425034523,-0.002073904499411583,-0.2353360503911972,0.3412702977657318
41,1.3673500000000003,46,left,0.10201431810855865,0.0011524269357323647,-0.24237196147441864,0.314686119556427
41,1.3673500000000003,47,left,0.0877806693315506,-0.007618368603289127,-0.23783491551876068,0.29864490032196045
41,1.3673500000000003,50,right,0.12913544476032257,-0.08382478356361389,-0.16838645935058594,0.34101834893226624
41,1.3673500000000003,51,right,0.1451541632413864,-0.07362557202577591,-0.17546191811561584,0.3487800359725952
41,1.3673500000000003,52,right,0.11052797734737396,-0.0843120664358139,-0.17085562646389008,0.3236561119556427
41,1.3673500000000003,53,right,0.09541560709476471,-0.08036256581544876,-0.17696286737918854,0.30627983808517456
42,1.4007000000000003,44,left,0.11720003187656403,0.004344606772065163,-0.24282154440879822,0.3291586637496948
42,1.4007000000000003,45,left,0.13513778150081635,-0.003126037772744894,-0.23476643860340118,0.3388351798057556
42,1.4007000000000003,46,left,0.09954781830310822,-0.0002082563005387783,-0.24189916253089905,0.3122411370277405
42,1.4007000000000003,47,left,0.08531995117664337,-0.008990648202598095,-0.23721185326576233,0.29624953866004944
42,1.4007000000000003,50,right,0.1270485371351242,-0.08354763686656952,-0.16622547805309296,0.339007169008255
42,1.4007000000000003,51,right,0.14301656186580658,-0.0734398290514946,-0.17348958551883698,0.34671396017074585
42,1.4007000000000003,52,right,0.1084798127412796,-0.08419417589902878,-0.16870735585689545,0.3216519057750702
42,1.4007000000000003,53,right,0.09333007037639618,-0.08047633618116379,-0.17491371929645538,0.30425965785980225
43,1.4340500000000003,44,left,0.1146656721830368,0.003037472255527973,-0.24238882958889008,0.3266996145248413
43,1.4340500000000003,45,left,0.1326414793729782,-0.004212275147438049,-0.23417536914348602,0.3364109694957733
43,1.4340500000000003,46,left,0.09709389507770538,-0.001604157965630293,-0.24140125513076782,0.3098098933696747
43,1.4340500000000003,47,left,0.08287285268306732,-0.010394830256700516,-0.23656538128852844,0.29386717081069946
43,1.4340500000000003,50,right,0.12495411932468414,-0.08327420055866241,-0.16407255828380585,0.33698806166648865
43,1.4340500000000003,51,right,0.14087222516536713,-0.07326161116361618,-0.1715223491191864,0.34464171528816223
43,1.4340500000000003,52,right,0.10642494261264801,-0.08407975733280182,-0.16656571626663208,0.3196410834789276
43,1.4340500000000003,53,right,0.09124080836772919,-0.0805949866771698,-0.17286814749240875,0.30223512649536133
44,1.4674000000000003,44,left,0.11214591562747955,0.001694955863058567,-0.24193041026592255,0.32425472140312195
44,1.4674000000000003,45,left,0.13015629351139069,-0.005331195890903473,-0.23356233537197113,0.33399835228919983
44,1.4674000000000003,46,left,0.09465335309505463,-0.0030337153002619743,-0.24087771773338318,0.3073931038379669
44,1.4674000000000003,47,left,0.08044014871120453,-0.011829398572444916,-0.23589496314525604,0.29149845242500305
44,1.4674000000000003,50,right,0.12285260856151581,-0.08300399780273438,-0.16192762553691864,0.3349614143371582
44,1.4674000000000003,51,right,0.13872165977954865,-0.07309035956859589,-0.16956010460853577,0.3425637185573578
44,1.4674000000000003,52,right,0.10436375439167023,-0.08396827429533005,-0.16443060338497162,0.31762397289276123
44,1.4674000000000003,53,right,0.08914826810359955,-0.08071788400411606,-0.1708260327577591,0.30020657181739807
45,1.5007500000000003,44,left,0.10964132845401764,0.00031777750700712204,-0.24144607782363892,0.32182443141937256
45,1.5007500000000003,45,left,0.12768279016017914,-0.006482194643467665,-0.23292715847492218,0.33159777522087097
45,1.5007500000000003,46,left,0.09222660958766937,-0.004496198147535324,-0.24032831192016602,0.3049911558628082
45,1.5007500000000003,47,left,0.07802222669124603,-0.013293659314513206,-0.2352004200220108,0.28914371132850647
45,1.5007500000000003,50,right,0.12074421346187592,-0.08273734152317047,-0.15979090332984924,0.33292731642723083
45,1.5007500000000003,51,right,0.13656510412693024,-0.07292629033327103,-0.1676030158996582,0.34048008918762207
45,1.5007500000000003,52,right,0.10229630768299103,-0.08385998010635376,-0.16230225563049316,0.31560060381889343
45,1.5007500000000003,53,right,0.0870525985956192,-0.08084515482187271,-0.16878755390644073,0.29817408323287964
46,1.5341000000000002,44,left,0.10715286433696747,-0.001092708669602871,-0.24093544483184814,0.3194096088409424
46,1.5341000000000002,45,left,0.1252218633890152,-0.007664045784622431,-0.23226948082447052,0.3292100429534912
46,1.5341000000000002,46,left,0.08981458842754364,-0.005990227684378624,-0.2397526502609253,0.30260491371154785
46,1.5341000000000002,47,left,0.07562001049518585,-0.01478626299649477,-0.23448140919208527,0.2868037819862366
46,1.5341000000000002,50,right,0.11862947046756744,-0.08247387409210205,-0.157662495970726,0.33088621497154236
46,1.5341000000000002,51,right,0.13440315425395966,-0.07276897132396698,-0.1656511276960373,0.33839133381843567
46,1.5341000000000002,52,right,0.10022319853305817,-0.08375445008277893,-0.1601807177066803,0.3135714530944824
46,1.5341000000000002,53,right,0.08495430648326874,-0.08097627758979797,-0.16675274074077606,0.29613807797431946
47,1.5674500000000002,44,left,0.10468076169490814,-0.002535603940486908,-0.24039843678474426,0.31701043248176575
47,1.5674500000000002,45,left,0.12277375161647797,-0.008875969797372818,-0.23158930242061615,0.3268353343009949
47,1.5674500000000002,46,left,0.08741737902164459,-0.00751490006223321,-0.23915068805217743,0.30023449659347534
47,1.5674500000000002,47,left,0.07323361933231354,-0.016306353732943535,-0.23373788595199585,0.28447872400283813
47,1.5674500000000002,50,right,0.11650840938091278,-0.08221378177404404,-0.15554273128509521,0.3288380801677704
47,1.5674500000000002,51,right,0.13223586976528168,-0.0726185142993927,-0.1637047380208969,0.3362974524497986
47,1.5674500000000002,52,right,0.09814436733722687,-0.0836518257856369,-0.15806634724140167,0.3115364611148834
47,1.5674500000000002,53,right,0.08285345137119293,-0.08111127465963364,-0.16472190618515015,0.29409855604171753
48,1.6008000000000002,44,left,0.10222597420215607,-0.004009836353361607,-0.23983454704284668,0.3146277070045471
48,1.6008000000000002,45,left,0.12033940851688385,-0.010117020457983017,-0.23088614642620087,0.3244744539260864
48,1.6008000000000002,46,left,0.08503590524196625,-0.00906912237405777,-0.23852191865444183,0.2978806793689728
48,1.6008000000000002,47,left,0.07086388766765594,-0.017852868884801865,-0.23296940326690674,0.28216928243637085
48,1.6008000000000002,50,right,0.11438162624835968,-0.08195702731609344,-0.15343157947063446,0.32678335905075073
48,1.6008000000000002,51,right,0.13006393611431122,-0.07247477024793625,-0.16176378726959229,0.3341989815235138
48,1.6008000000000002,52,right,0.0960603803396225,-0.08355199545621872,-0.1559590995311737,0.30949610471725464
48,1.6008000000000002,53,right,0.08075051009654999,-0.0812499150633812,-0.1626949906349182,0.2920559048652649
49,1.6341500000000002,44,left,0.09978841245174408,-0.005514304153621197,-0.23924344778060913,0.31226128339767456
49,1.6341500000000002,45,left,0.1179187148809433,-0.011386217549443245,-0.23015974462032318,0.32212722301483154
49,1.6341500000000002,46,left,0.08266995847225189,-0.010651791468262672,-0.23786602914333344,0.29554328322410583
49,1.6341500000000002,47,left,0.06851066648960114,-0.01942475326359272,-0.23217564821243286,0.279875248670578
49,1.6341500000000002,50,right,0.11224900186061859,-0.0817035585641861,-0.1513291299343109,0.3247218728065491
49,1.6341500000000002,51,right,0.12788717448711395,-0.07233761996030807,-0.1598282903432846,0.3320956826210022
49,1.6341500000000002,52,right,0.09397096931934357,-0.08345485478639603,-0.15385903418064117,0.3074500560760498
49,1.6341500000000002,53,right,0.07864530384540558,-0.08139200508594513,-0.16067200899124146,0.29000988602638245
50,1.6675000000000002,44,left,0.09736920893192291,-0.007048070430755615,-0.23862500488758087,0.3099122643470764
50,1.6675000000000002,45,left,0.11551283299922943,-0.012682747095823288,-0.22940997779369354,0.31979474425315857
50,1.6675000000000002,46,left,0.08032070100307465,-0.012261955067515373,-0.23718290030956268,0.29322341084480286
50,1.6675000000000002,47,left,0.06617505848407745,-0.021021094173192978,-0.23135653138160706,0.27759766578674316
50,1.6675000000000002,50,right,0.1101112812757492,-0.08145350962877274,-0.1492355912923813,0.3226543366909027
50,1.6675000000000002,51,right,0.1257065087556839,-0.07220709323883057,-0.1578984409570694,0.32998842000961304
50,1.6675000000000002,52,right,0.09187699854373932,-0.08336048573255539,-0.1517663449048996,0.3053991496562958
50,1.6675000000000002,53,right,0.07653860747814178,-0.08153751492500305,-0.1586531400680542,0.2879612147808075
51,1.7008500000000002,44,left,0.09496854245662689,-0.008609899319708347,-0.23797892034053802,0.3075806796550751
51,1.7008500000000002,45,left,0.11312197148799896,-0.014005497097969055,-0.22863660752773285,0.3174770772457123
51,1.7008500000000002,46,left,0.0779881626367569,-0.013898367993533611,-0.2364722192287445,0.29092103242874146
51,1.7008500000000002,47,left,0.06385709345340729,-0.022640692070126534,-0.23051176965236664,0.27533650398254395
51,1.7008500000000002,50,right,0.10796864330768585,-0.08120669424533844,-0.14715108275413513,0.32058078050613403
51,1.7008500000000002,51,right,0.12352205812931061,-0.07208292931318283,-0.15597432851791382,0.3278771638870239
51,1.7008500000000002,52,right,0.08977849781513214,-0.08326863497495651,-0.14968116581439972,0.30334335565567017
51,1.7008500000000002,53,right,0.07443051040172577,-0.08168607950210571,-0.15663845837116241,0.2859099209308624
52,1.7342000000000002,44,left,0.09258686006069183,-0.010198970325291157,-0.2373049408197403,0.3052669167518616
52,1.7342000000000002,45,left,0.11074651777744293,-0.015353767201304436,-0.227839395403862,0.31517454981803894
52,1.7342000000000002,46,left,0.07567273080348969,-0.015560204163193703,-0.2357337474822998,0.2886364758014679
52,1.7342000000000002,47,left,0.06155712902545929,-0.02428276650607586,-0.2296411544084549,0.2730920612812042
52,1.7342000000000002,50,right,0.10582135617733002,-0.08096335828304291,-0.14507564902305603,0.31850141286849976
52,1.7342000000000002,51,right,0.12133412063121796,-0.0719652846455574,-0.15405595302581787,0.32576215267181396
52,1.7342000000000002,52,right,0.08767567574977875,-0.08317951112985611,-0.14760352671146393,0.3012827932834625
52,1.7342000000000002,53,right,0.07232119143009186,-0.08183780312538147,-0.1546279788017273,0.2838561236858368
53,1.7675500000000002,44,left,0.09022469818592072,-0.011814147233963013,-0.2366028130054474,0.3029714524745941
53,1.7675500000000002,45,left,0.10838709771633148,-0.016726545989513397,-0.22701814770698547,0.3128877282142639
53,1.7675500000000002,46,left,0.07337500154972076,-0.017246313393115997,-0.23496723175048828,0.28637030720710754
53,1.7675500000000002,47,left,0.05927567183971405,-0.025946205481886864,-0.22874444723129272,0.2708647847175598
53,1.7675500000000002,50,right,0.10366998612880707,-0.08072341978549957,-0.14300943911075592,0.31641674041748047
53,1.7675500000000002,51,right,0.11914332211017609,-0.07185396552085876,-0.1521434485912323,0.3236439526081085
53,1.7675500000000002,52,right,0.08556906878948212,-0.08309295773506165,-0.14553356170654297,0.29921799898147583
53,1.7675500000000002,53,right,0.07021118700504303,-0.08199241757392883,-0.15262183547019958,0.2818002998828888
54,1.8009000000000002,44,left,0.08788217604160309,-0.013453769497573376,-0.23587214946746826,0.3006943464279175
54,1.8009000000000002,45,left,0.10604377090930939,-0.018122302368283272,-0.22617247700691223,0.3106165826320648
54,1.8009000000000002,46,left,0.07109488546848297,-0.018955033272504807,-0.2341722995042801,0.28412240743637085
54,1.8009000000000002,47,left,0.05701272189617157,-0.027629399672150612,-0.22782129049301147,0.26865461468696594
54,1.8009000000000002,50,right,0.101514533162117,-0.08048638701438904,-0.1409522444009781,0.3143267035484314
54,1.8009000000000002,51,right,0.116949662566185,-0.07174839824438095,-0.15023654699325562,0.32152247428894043
54,1.8009000000000002,52,right,0.08345864713191986,-0.08300842344760895,-0.14347104728221893,0.2971488833427429
54,1.8009000000000002,53,right,0.06810037791728973,-0.08214925974607468,-0.1506197601556778,0.2797422707080841
55,1.8342500000000002,44,left,0.08555994927883148,-0.015117909759283066,-0.23511295020580292,0.2984361946582794
55,1.8342500000000002,45,left,0.10371734201908112,-0.019541217014193535,-0.22530242800712585,0.30836179852485657
55,1.8342500000000002,46,left,0.06883309781551361,-0.020686432719230652,-0.23334895074367523,0.28189343214035034
55,1.8342500000000002,47,left,0.054768964648246765,-0.029332464560866356,-0.22687172889709473,0.26646217703819275
55,1.8342500000000002,50,right,0.09935568273067474,-0.0802532508969307,-0.13890452682971954,0.3122319281101227
55,1.8342500000000002,51,right,0.11475394666194916,-0.07164949178695679,-0.14833569526672363,0.3193984031677246
55,1.8342500000000002,52,right,0.08134506642818451,-0.08292686939239502,-0.14141646027565002,0.29507604241371155
55,1.8342500000000002,53,right,0.06598947942256927,-0.08230920881032944,-0.14862221479415894,0.27768269181251526
56,1.8676000000000004,44,left,0.08325804769992828,-0.016804929822683334,-0.23432502150535583,0.29619690775871277
56,1.8676000000000004,45,left,0.10140778124332428,-0.02098177932202816,-0.2244078516960144,0.3061233162879944
56,1.8676000000000004,46,left,0.06658963859081268,-0.02243887074291706,-0.23249700665473938,0.27968329191207886
56,1.8676000000000004,47,left,0.0525442510843277,-0.031053809449076653,-0.22589558362960815,0.2642872929573059
56,1.8676000000000004,50,right,0.09719358384609222,-0.08002351969480515,-0.13686630129814148,0.3101324439048767
56,1.8676000000000004,51,right,0.11255620419979095,-0.07155665010213852,-0.14644086360931396,0.31727173924446106
56,1.8676000000000004,52,right,0.07922835648059845,-0.08284774422645569,-0.13936978578567505,0.2929994761943817
56,1.8676000000000004,53,right,0.06387849152088165,-0.08247159421443939,-0.14662916958332062,0.27562153339385986
57,1.9009500000000004,44,left,0.08097676932811737,-0.018513627350330353,-0.2335076481103897,0.2939767837524414
57,1.9009500000000004,45,left,0.09911541640758514,-0.022442903369665146,-0.22348803281784058,0.3039013743400574
57,1.9009500000000004,46,left,0.06436468660831451,-0.024211132898926735,-0.23161575198173523,0.2774921953678131
57,1.9009500000000004,47,left,0.05033890902996063,-0.032792262732982635,-0.22489215433597565,0.2621302306652069
57,1.9009500000000004,50,right,0.09502850472927094,-0.07979702204465866,-0.1348370462656021,0.30802851915359497
57,1.9009500000000004,51,right,0.11035682260990143,-0.07146961987018585,-0.14455154538154602,0.31514278054237366
57,1.9009500000000004,52,right,0.07710881531238556,-0.08277081698179245,-0.13733050227165222,0.2909194231033325
57,1.9009500000000004,53,right,0.06176765263080597,-0.08263608813285828,-0.14464007318019867,0.27355897426605225
58,1.9343000000000004,44,left,0.07871659100055695,-0.020243000239133835,-0.23266108334064484,0.29177621006965637
58,1.9343000000000004,45,left,0.09684084355831146,-0.023923713713884354,-0.22254325449466705,0.3016964793205261
58,1.9343000000000004,46,left,0.062158748507499695,-0.02600221335887909,-0.23070545494556427,0.27532052993774414
58,1.9343000000000004,47,left,0.04815325140953064,-0.0345468707382679,-0.22386173903942108,0.25999128818511963
58,1.9343000000000004,50,right,0.09286107122898102,-0.07957383990287781,-0.13281729817390442,0.30592069029808044
58,1.9343000000000004,51,right,0.10815642774105072,-0.07138838618993759,-0.1426682323217392,0.3130120635032654
58,1.9343000000000004,52,right,0.07498694956302643,-0.08269613236188889,-0.13529916107654572,0.28883635997772217
58,1.9343000000000004,53,right,0.059657469391822815,-0.08280262351036072,-0.14265546202659607,0.2714954912662506
59,1.9676500000000003,44,left,0.07647760212421417,-0.021992312744259834,-0.23178505897521973,0.28959524631500244
59,1.9676500000000003,45,left,0.0945841521024704,-0.02542359195649624,-0.22157326340675354,0.299508661031723
59,1.9676500000000003,46,left,0.05997185409069061,-0.027811380103230476,-0.22976581752300262,0.27316832542419434
59,1.9676500000000003,47,left,0.04598744213581085,-0.036316946148872375,-0.22280403971672058,0.25787055492401123
59,1.9676500000000003,50,right,0.09069158136844635,-0.07935427874326706,-0.13080698251724243,0.3038092255592346
59,1.9676500000000003,51,right,0.1059553474187851,-0.07131316512823105,-0.14079080522060394,0.3108798563480377
59,1.9676500000000003,52,right,0.07286311686038971,-0.0826239287853241,-0.13327564299106598,0.28675058484077454
59,1.9676500000000003,53,right,0.057548150420188904,-0.08297134935855865,-0.14067520201206207,0.2694312632083893
60,2.0010000000000003,44,left,0.0742599219083786,-0.023760346695780754,-0.23087924718856812,0.287433922290802
60,2.0010000000000003,45,left,0.09234549105167389,-0.02694142796099186,-0.22057779133319855,0.29733800888061523
60,2.0010000000000003,46,left,0.05780412256717682,-0.029637411236763,-0.2287965565919876,0.2710356116294861
60,2.0010000000000003,47,left,0.04384145140647888,-0.03810132294893265,-0.22171880304813385,0.2557680010795593
60,2.0010000000000003,50,right,0.08852027356624603,-0.07913816720247269,-0.12880606949329376,0.30169427394866943
60,2.0010000000000003,51,right,0.10375376045703888,-0.07124368846416473,-0.13891924917697906,0.3087462782859802
60,2.0010000000000003,52,right,0.07073743641376495,-0.08255399763584137,-0.1312599629163742,0.2846621870994568
60,2.0010000000000003,53,right,0.05543987452983856,-0.08314195275306702,-0.13869927823543549,0.2673664093017578
61,2.0343500000000003,44,left,0.07206378877162933,-0.02554626576602459,-0.22994358837604523,0.28529247641563416
61,2.0343500000000003,45,left,0.0901251882314682,-0.028476513922214508,-0.2195567488670349,0.29518476128578186
61,2.0343500000000003,46,left,0.05565573275089264,-0.03147947043180466,-0.22779758274555206,0.2689225673675537
61,2.0343500000000003,47,left,0.04171548783779144,-0.03989921882748604,-0.22060595452785492,0.25368377566337585
61,2.0343500000000003,50,right,0.08634765446186066,-0.0789257138967514,-0.1268145591020584,0.2995763421058655
61,2.0343500000000003,51,right,0.10155229270458221,-0.0711800679564476,-0.13705353438854218,0.3066118657588959
61,2.0343500000000003,52,right,0.06861038506031036,-0.08248649537563324,-0.12925207614898682,0.28257161378860474
61,2.0343500000000003,53,right,0.05333305895328522,-0.08331450074911118,-0.13672767579555511,0.26530134677886963
62,2.0677000000000003,44,left,0.06988932192325592,-0.027348466217517853,-0.22897765040397644,0.2831709384918213
62,2.0677000000000003,45,left,0.0879233330488205,-0.030027352273464203,-0.2185097485780716,0.29304900765419006
62,2.0677000000000003,46,left,0.05352674424648285,-0.03333595395088196,-0.22676850855350494,0.2668291926383972
62,2.0677000000000003,47,left,0.03960959613323212,-0.04170908033847809,-0.21946507692337036,0.2516179084777832
62,2.0677000000000003,50,right,0.08417405188083649,-0.07871637493371964,-0.1248321533203125,0.29745566844940186
62,2.0677000000000003,51,right,0.09935112297534943,-0.0711216852068901,-0.1351933479309082,0.304476797580719
62,2.0677000000000003,52,right,0.06648217141628265,-0.08242084830999374,-0.12725169956684113,0.2804790735244751
62,2.0677000000000003,53,right,0.05122785270214081,-0.08348831534385681,-0.1347600817680359,0.2632361650466919
63,2.1010500000000003,44,left,0.06773649156093597,-0.029166903346776962,-0.22798147797584534,0.281069278717041
63,2.1010500000000003,45,left,0.0857401043176651,-0.03159401938319206,-0.21743682026863098,0.29093077778816223
63,2.1010500000000003,46,left,0.051417216658592224,-0.03520682454109192,-0.22570934891700745,0.2647554874420166
63,2.1010500000000003,47,left,0.0375237762928009,-0.0435309112071991,-0.21829624474048615,0.24957036972045898
63,2.1010500000000003,50,right,0.08199970424175262,-0.07851110398769379,-0.1228591576218605,0.29533249139785767
63,2.1010500000000003,51,right,0.09715066850185394,-0.0710693821310997,-0.13333897292613983,0.3023413419723511
63,2.1010500000000003,52,right,0.06435315310955048,-0.08235795050859451,-0.125259131193161,0.278384804725647
63,2.1010500000000003,53,right,0.04912453889846802,-0.0836641937494278,-0.1327967643737793,0.2611711323261261
64,2.1344000000000003,44,left,0.06560556590557098,-0.030999669805169106,-0.22695480287075043,0.27898773550987244
64,2.1344000000000003,45,left,0.08357574045658112,-0.03317471593618393,-0.21633772552013397,0.28883033990859985
64,2.1344000000000003,46,left,0.049327388405799866,-0.03709015995264053,-0.22461985051631927,0.2627016603946686
64,2.1344000000000003,47,left,0.03545823693275452,-0.04536285623908043,-0.21709918975830078,0.24754135310649872
64,2.1344000000000003,50,right,0.07982517778873444,-0.07830902934074402,-0.12089525908231735,0.2932073473930359
64,2.1344000000000003,51,right,0.09495143592357635,-0.07102219760417938,-0.131490096449852,0.3002060353755951
64,2.1344000000000003,52,right,0.06222374737262726,-0.08229687809944153,-0.1232740581035614,0.27628928422927856
64,2.1344000000000003,53,right,0.04702351987361908,-0.08384113013744354,-0.13083742558956146,0.2591066360473633
65,2.1677500000000003,44,left,0.06349633634090424,-0.032846465706825256,-0.22589744627475739,0.27692604064941406
65,2.1677500000000003,45,left,0.08143012225627899,-0.03476925194263458,-0.21521230041980743,0.28674745559692383
65,2.1677500000000003,46,left,0.047256991267204285,-0.03898567706346512,-0.2234998345375061,0.2606673836708069
65,2.1677500000000003,47,left,0.03341268002986908,-0.047204677015542984,-0.21587374806404114,0.24553054571151733
65,2.1677500000000003,50,right,0.07765059173107147,-0.07811085879802704,-0.11894050985574722,0.2910802960395813
65,2.1677500000000003,51,right,0.09275354444980621,-0.07098077237606049,-0.12964674830436707,0.29807087779045105
65,2.1677500000000003,52,right,0.06009407341480255,-0.0822383239865303,-0.12129653990268707,0.27419254183769226
65,2.1677500000000003,53,right,0.04492481052875519,-0.0840197205543518,-0.12888211011886597,0.25704267621040344
66,2.2011000000000003,44,left,0.06146736443042755,-0.034645214676856995,-0.2248624861240387,0.27494165301322937
66,2.2011000000000003,45,left,0.07936407625675201,-0.036316946148872375,-0.2141151875257492,0.28474119305610657
66,2.2011000000000003,46,left,0.04526445269584656,-0.0408286452293396,-0.2223995327949524,0.25870954990386963
66,2.2011000000000003,47,left,0.031444698572158813,-0.04898907616734505,-0.2146674394607544,0.24359485507011414
66,2.2011000000000003,50,right,0.07554586231708527,-0.07785489410161972,-0.1170492023229599,0.2890201508998871
